query_id,species_key,recordist,top1_match,max_similarity_score,AP@10,Recall@10,Precision@10
940265,Pnoepyga_pusilla,Ding Li Yong,0,0.9920486807823181,0.014285714285714285,0.04,0.1
39474,Pnoepyga_pusilla,Brian Cox,0,0.9932841062545776,0.03428571428571429,0.08,0.2
389504,Pnoepyga_pusilla,Oscar Campbell,0,0.9924636483192444,0.014285714285714285,0.04,0.1
90936,Pnoepyga_pusilla,Fabian Ducry &amp; David Marques,0,0.9942660927772522,0.014285714285714285,0.04,0.1
90919,Pnoepyga_pusilla,Fabian Ducry &amp; David Marques,0,0.9945994019508362,0.03888888888888888,0.08,0.2
56932,Polyplectron_chalcurum,Fabian Ducry &amp; David Marques,0,0.9918424487113953,0.0125,0.07142857142857142,0.1
70193,Polyplectron_chalcurum,David Gibbs,0,0.9915686249732971,0.0,0.0,0.0
90808,Polyplectron_chalcurum,Fabian Ducry &amp; David Marques,0,0.9886411428451538,0.0,0.0,0.0
33419,Spilornis_cheela,Tjalle Boorsma,0,0.9899944067001343,0.025,0.04,0.1
570921,Spilornis_cheela,Muhammad Iqbal,0,0.9942019581794739,0.016666666666666666,0.04,0.1
965048,Spilornis_cheela,Daan Drukker,0,0.992912232875824,0.0,0.0,0.0
618811,Spilornis_cheela,Teus Luijendijk,0,0.9938745498657227,0.042222222222222223,0.08,0.2
482239,Spilornis_cheela,Frank Rheindt,0,0.9917052984237671,0.02,0.04,0.1
33420,Spilornis_cheela,Tjalle Boorsma,0,0.9885499477386475,0.014285714285714285,0.04,0.1
