query_id,species_key,recordist,top1_match,max_similarity_score,AP@10,Recall@10,Precision@10
594323,Malacopteron_affine,Prayitno Goenarto,0,0.4015536308288574,0.0,0.0,0.0
34479,Malacopteron_affine,Tjalle Boorsma,0,0.45888251066207886,0.0,0.0,0.0
34480,Malacopteron_affine,Tjalle Boorsma,0,0.3579387664794922,0.0,0.0,0.0
24406,Malacopteron_affine,Sander Pieterse &amp; Ben Wielstra,0,0.4706955552101135,0.0,0.0,0.0
578766,Malacopteron_affine,Muhammad Iqbal,0,0.4799538552761078,0.0,0.0,0.0
90890,Myophonus_melanurus,Fabian Ducry &amp; David Marques,0,0.3810057044029236,0.0,0.0,0.0
431617,Myophonus_melanurus,Brian Cox,0,0.3458351194858551,0.0,0.0,0.0
431615,Myophonus_melanurus,Brian Cox,0,0.46928319334983826,0.0,0.0,0.0
431536,Napothera_albostriata,Brian Cox,0,0.4272047281265259,0.0,0.0,0.0
431530,Napothera_albostriata,Brian Cox,0,0.38329586386680603,0.0,0.0,0.0
648646,Napothera_albostriata,Ding Li Yong,0,0.4503364562988281,0.0,0.0,0.0
195583,Napothera_albostriata,Marc Thibault,0,0.4316994547843933,0.0,0.0,0.0
431533,Napothera_albostriata,Brian Cox,0,0.36623719334602356,0.0,0.0,0.0
195587,Napothera_albostriata,Marc Thibault,0,0.40854546427726746,0.0625,0.125,0.1
195585,Napothera_albostriata,Marc Thibault,0,0.44809529185295105,0.0625,0.125,0.1
431487,Orthotomus_ruficeps,Brian Cox,0,0.4202044606208801,0.07857142857142857,0.14285714285714285,0.2
571751,Orthotomus_ruficeps,Muhammad Iqbal,0,0.43539488315582275,0.0,0.0,0.0
535411,Orthotomus_ruficeps,Andres Angulo Rubiano,0,0.45777419209480286,0.0,0.0,0.0
1098429,Orthotomus_ruficeps,yasinchumaedi,0,0.43155163526535034,0.025,0.07142857142857142,0.1
431498,Orthotomus_ruficeps,Brian Cox,0,0.362921804189682,0.06666666666666667,0.14285714285714285,0.2
895144,Orthotomus_ruficeps,Ding Li Yong,0,0.3994176685810089,0.0,0.0,0.0
604617,Orthotomus_ruficeps,Prayitno Goenarto,0,0.46783310174942017,0.0,0.0,0.0
895137,Orthotomus_ruficeps,Ding Li Yong,0,0.3876573145389557,0.0325,0.14285714285714285,0.2
