query_id,species_key,recordist,top1_match,max_similarity_score,AP@10,Recall@10,Precision@10
85992,Carpococcyx_viridis,John Gregory,1,0.7882936596870422,0.5714285714285714,0.5714285714285714,0.4
894950,Dicaeum_trigonostigma,Ding Li Yong,1,0.65081387758255,0.8,0.42105263157894735,0.8
34523,Dicaeum_trigonostigma,Tjalle Boorsma,1,0.7327348589897156,0.8,0.42105263157894735,0.8
648922,Dicaeum_trigonostigma,Ding Li Yong,0,0.5880286693572998,0.316031746031746,0.3157894736842105,0.6
431494,Dicrurus_hottentottus,Brian Cox,1,0.5830422639846802,0.790436507936508,0.4090909090909091,0.9
176899,Dicrurus_hottentottus,Peter Wilton,1,0.5919016599655151,0.5130952380952382,0.2727272727272727,0.6
931276,Dicrurus_hottentottus,Ding Li Yong,0,0.6296284794807434,0.05555555555555556,0.09090909090909091,0.2
924367,Dicrurus_hottentottus,Ding Li Yong,0,0.6150476932525635,0.02,0.045454545454545456,0.1
823280,Dicrurus_hottentottus,Greg Irving,0,0.5716016292572021,0.025,0.045454545454545456,0.1
825282,Dicrurus_hottentottus,Greg Irving,0,0.5970135927200317,0.0,0.0,0.0
825283,Dicrurus_hottentottus,Greg Irving,0,0.5491856336593628,0.04523809523809523,0.09090909090909091,0.2
176898,Dicrurus_hottentottus,Peter Wilton,1,0.6211341023445129,0.3211111111111111,0.22727272727272727,0.5
648652,Gypsophila_rufipectus,Ding Li Yong,0,0.6754257678985596,0.16527777777777777,0.2222222222222222,0.4
497648,Gypsophila_rufipectus,Ding Li Yong,1,0.6618503928184509,0.716547619047619,0.4444444444444444,0.8
23118,Gypsophila_rufipectus,George Wagner,1,0.6755437850952148,0.6018253968253968,0.3888888888888889,0.7
648651,Gypsophila_rufipectus,Ding Li Yong,0,0.6703346967697144,0.15499999999999997,0.2222222222222222,0.4
70301,Gypsophila_rufipectus,David Gibbs,1,0.534375786781311,0.569047619047619,0.3333333333333333,0.6
963352,Gypsophila_rufipectus,Daan Drukker,1,0.7291277647018433,0.468095238095238,0.3333333333333333,0.6
497649,Gypsophila_rufipectus,Ding Li Yong,1,0.5998497605323792,0.5991666666666667,0.3888888888888889,0.7
963345,Gypsophila_rufipectus,Daan Drukker,1,0.6905646324157715,0.21000000000000002,0.16666666666666666,0.3
479600,Halcyon_smyrnensis,Prayitno Goenarto,1,0.6715945601463318,0.5599999999999999,0.5,0.6
431504,Halcyon_smyrnensis,Brian Cox,1,0.6534361839294434,0.78,0.6666666666666666,0.8
537745,Halcyon_smyrnensis,Advento,0,0.6734524965286255,0.04523809523809523,0.16666666666666666,0.2
431502,Halcyon_smyrnensis,Brian Cox,1,0.7145461440086365,0.8354365079365079,0.75,0.9
481181,Halcyon_smyrnensis,Prayitno Goenarto,1,0.6767499446868896,0.3,0.3333333333333333,0.4
431520,Horornis_vulcanius,Brian Cox,1,0.6693912744522095,1.0,0.4,1.0
453085,Horornis_vulcanius,Brendan Sloan,1,0.8228992223739624,1.0,0.4,1.0
431521,Horornis_vulcanius,Brian Cox,1,0.6443780660629272,0.7763888888888889,0.32,0.8
618791,Horornis_vulcanius,Teus Luijendijk,1,0.7382399439811707,1.0,0.4,1.0
618724,Horornis_vulcanius,Teus Luijendijk,1,0.711051344871521,0.4041666666666666,0.2,0.5
453239,Horornis_vulcanius,Brendan Sloan,1,0.6946738958358765,0.9,0.36,0.9
34481,Malacopteron_affine,Tjalle Boorsma,1,0.6413930654525757,0.2857142857142857,0.2857142857142857,0.2
530111,Malacopteron_affine,Matt Slaymaker,1,0.6278427839279175,0.17460317460317462,0.2857142857142857,0.2
594323,Malacopteron_affine,Prayitno Goenarto,1,0.7110077738761902,0.7142857142857143,0.7142857142857143,0.5
34479,Malacopteron_affine,Tjalle Boorsma,1,0.7559331655502319,0.5714285714285714,0.5714285714285714,0.4
34480,Malacopteron_affine,Tjalle Boorsma,1,0.7492400407791138,0.5714285714285714,0.5714285714285714,0.4
24406,Malacopteron_affine,Sander Pieterse &amp; Ben Wielstra,1,0.6935870051383972,0.5238095238095238,0.5714285714285714,0.4
578766,Malacopteron_affine,Muhammad Iqbal,1,0.6166306734085083,0.6507936507936508,0.7142857142857143,0.5
90890,Myophonus_melanurus,Fabian Ducry &amp; David Marques,1,0.792727530002594,0.8369047619047619,0.8888888888888888,0.8
431617,Myophonus_melanurus,Brian Cox,0,0.620984673500061,0.18641975308641975,0.4444444444444444,0.4
431615,Myophonus_melanurus,Brian Cox,1,0.6619473695755005,0.6666666666666666,0.6666666666666666,0.6
431536,Napothera_albostriata,Brian Cox,1,0.5533397793769836,0.2899305555555556,0.5,0.4
431530,Napothera_albostriata,Brian Cox,1,0.7186246514320374,0.4895833333333333,0.625,0.5
648646,Napothera_albostriata,Ding Li Yong,0,0.6498678922653198,0.015625,0.125,0.1
195583,Napothera_albostriata,Marc Thibault,1,0.6461955308914185,0.234375,0.375,0.3
431533,Napothera_albostriata,Brian Cox,0,0.6299833059310913,0.0,0.0,0.0
195587,Napothera_albostriata,Marc Thibault,0,0.7116525173187256,0.40104166666666663,0.625,0.5
195585,Napothera_albostriata,Marc Thibault,1,0.7284746170043945,0.4745535714285714,0.625,0.5
431487,Orthotomus_ruficeps,Brian Cox,1,0.6160503029823303,0.78,0.5714285714285714,0.8
571751,Orthotomus_ruficeps,Muhammad Iqbal,1,0.6806750297546387,1.0,0.7142857142857143,1.0
535411,Orthotomus_ruficeps,Andres Angulo Rubiano,1,0.6479209661483765,0.866388888888889,0.6428571428571429,0.9
1098429,Orthotomus_ruficeps,yasinchumaedi,1,0.6768203377723694,0.716547619047619,0.5714285714285714,0.8
431498,Orthotomus_ruficeps,Brian Cox,1,0.6066848039627075,0.716547619047619,0.5714285714285714,0.8
895144,Orthotomus_ruficeps,Ding Li Yong,0,0.5986940860748291,0.03333333333333333,0.07142857142857142,0.1
604617,Orthotomus_ruficeps,Prayitno Goenarto,0,0.6407392024993896,0.06666666666666667,0.14285714285714285,0.2
895137,Orthotomus_ruficeps,Ding Li Yong,1,0.6478595733642578,0.2,0.21428571428571427,0.3
34503,Orthotomus_ruficeps,Tjalle Boorsma,1,0.6761372089385986,0.8788888888888889,0.6428571428571429,0.9
20097,Orthotomus_ruficeps,Sander Pieterse &amp; Ben Wielstra,1,0.6138930320739746,0.29333333333333333,0.2857142857142857,0.4
389508,Pnoepyga_pusilla,Oscar Campbell,1,0.8532312512397766,1.0,0.4,1.0
42265,Pnoepyga_pusilla,George Wagner,1,0.856160044670105,1.0,0.4,1.0
940265,Pnoepyga_pusilla,Ding Li Yong,1,0.7955994606018066,1.0,0.4,1.0
39474,Pnoepyga_pusilla,Brian Cox,1,0.8073856234550476,1.0,0.4,1.0
389504,Pnoepyga_pusilla,Oscar Campbell,1,0.7608826160430908,1.0,0.4,1.0
90936,Pnoepyga_pusilla,Fabian Ducry &amp; David Marques,1,0.8100035786628723,1.0,0.4,1.0
90919,Pnoepyga_pusilla,Fabian Ducry &amp; David Marques,1,0.8442777395248413,1.0,0.4,1.0
56932,Polyplectron_chalcurum,Fabian Ducry &amp; David Marques,1,0.686601459980011,0.3543650793650793,0.35714285714285715,0.5
70193,Polyplectron_chalcurum,David Gibbs,1,0.715319037437439,0.788888888888889,0.5714285714285714,0.8
90808,Polyplectron_chalcurum,Fabian Ducry &amp; David Marques,1,0.6822839975357056,0.7675,0.5714285714285714,0.8
33419,Spilornis_cheela,Tjalle Boorsma,1,0.7577770948410034,1.0,0.4,1.0
570921,Spilornis_cheela,Muhammad Iqbal,0,0.664679765701294,0.19384920634920635,0.2,0.5
965048,Spilornis_cheela,Daan Drukker,0,0.609266996383667,0.11333333333333333,0.12,0.3
618811,Spilornis_cheela,Teus Luijendijk,1,0.7725814580917358,1.0,0.4,1.0
482239,Spilornis_cheela,Frank Rheindt,1,0.5939681529998779,0.6777777777777778,0.28,0.7
33420,Spilornis_cheela,Tjalle Boorsma,1,0.6206082105636597,0.815436507936508,0.36,0.9
