query_id,species_key,recordist,top1_match,max_similarity_score,AP@10,Recall@10,Precision@10
806242,Aethopyga_siparaja,Ding Li Yong,0,0.37814775109291077,0.03333333333333333,0.05555555555555555,0.1
203106,Aethopyga_siparaja,Surya Fajriani,0,0.42733651399612427,0.0,0.0,0.0
930796,Aethopyga_siparaja,Ding Li Yong,0,0.468487024307251,0.01111111111111111,0.05555555555555555,0.1
19050,Aethopyga_siparaja,Sander Pieterse &amp; Ben Wielstra,0,0.47920292615890503,0.0,0.0,0.0
894701,Aethopyga_siparaja,Ding Li Yong,0,0.4228176176548004,0.0,0.0,0.0
106117,Batrachostomus_cornutus,Bram Demeulemeester,0,0.41431838274002075,0.02,0.09090909090909091,0.1
106118,Batrachostomus_cornutus,Bram Demeulemeester,1,0.466081827878952,0.16666666666666666,0.18181818181818182,0.2
106120,Batrachostomus_cornutus,Bram Demeulemeester,0,0.5082316398620605,0.0,0.0,0.0
618795,Brachypteryx_montana,Teus Luijendijk,0,0.43720075488090515,0.03333333333333333,0.038461538461538464,0.1
90803,Brachypteryx_montana,Fabian Ducry &amp; David Marques,0,0.40003058314323425,0.08333333333333333,0.07692307692307693,0.2
431514,Brachypteryx_montana,Brian Cox,0,0.4943320155143738,0.016666666666666666,0.038461538461538464,0.1
70339,Brachypteryx_montana,David Gibbs,0,0.4962955117225647,0.03333333333333333,0.038461538461538464,0.1
618731,Brachypteryx_montana,Teus Luijendijk,0,0.3658336400985718,0.01111111111111111,0.038461538461538464,0.1
943916,Carpococcyx_viridis,Kim Chuah Lim,0,0.5355075001716614,0.0,0.0,0.0
56936,Carpococcyx_viridis,Fabian Ducry &amp; David Marques,0,0.3540860116481781,0.047619047619047616,0.14285714285714285,0.1
39501,Carpococcyx_viridis,Brian Cox,0,0.4947182536125183,0.0,0.0,0.0
56937,Carpococcyx_viridis,Fabian Ducry &amp; David Marques,0,0.4158153235912323,0.0,0.0,0.0
196215,Carpococcyx_viridis,yann muzika,0,0.524492621421814,0.0,0.0,0.0
56938,Carpococcyx_viridis,Fabian Ducry &amp; David Marques,0,0.3777373731136322,0.0,0.0,0.0
943912,Carpococcyx_viridis,Kim Chuah Lim,0,0.3814457058906555,0.0,0.0,0.0
85992,Carpococcyx_viridis,John Gregory,0,0.39297765493392944,0.0,0.0,0.0
894950,Dicaeum_trigonostigma,Ding Li Yong,0,0.3984939754009247,0.05833333333333333,0.10526315789473684,0.2
34523,Dicaeum_trigonostigma,Tjalle Boorsma,0,0.3664245009422302,0.01,0.05263157894736842,0.1
648922,Dicaeum_trigonostigma,Ding Li Yong,0,0.40707945823669434,0.0,0.0,0.0
431494,Dicrurus_hottentottus,Brian Cox,0,0.5242518782615662,0.05,0.045454545454545456,0.1
176899,Dicrurus_hottentottus,Peter Wilton,0,0.3834887146949768,0.0,0.0,0.0
931276,Dicrurus_hottentottus,Ding Li Yong,0,0.353443443775177,0.08333333333333333,0.09090909090909091,0.2
924367,Dicrurus_hottentottus,Ding Li Yong,0,0.41759300231933594,0.0,0.0,0.0
823280,Dicrurus_hottentottus,Greg Irving,0,0.47387179732322693,0.0,0.0,0.0
825282,Dicrurus_hottentottus,Greg Irving,0,0.3884989023208618,0.045,0.09090909090909091,0.2
825283,Dicrurus_hottentottus,Greg Irving,0,0.46993380784988403,0.016666666666666666,0.045454545454545456,0.1
176898,Dicrurus_hottentottus,Peter Wilton,0,0.44655051827430725,0.03428571428571429,0.09090909090909091,0.2
648652,Gypsophila_rufipectus,Ding Li Yong,0,0.45613792538642883,0.0,0.0,0.0
497648,Gypsophila_rufipectus,Ding Li Yong,0,0.44274795055389404,0.025,0.05555555555555555,0.1
23118,Gypsophila_rufipectus,George Wagner,0,0.3149957060813904,0.025,0.05555555555555555,0.1
648651,Gypsophila_rufipectus,Ding Li Yong,0,0.5606579780578613,0.0,0.0,0.0
70301,Gypsophila_rufipectus,David Gibbs,0,0.39031410217285156,0.0,0.0,0.0
963352,Gypsophila_rufipectus,Daan Drukker,0,0.41138023138046265,0.034722222222222224,0.1111111111111111,0.2
